head,winner,loser,worker_id,rt,Center,Left,Right,Answer,sampleAlg,sampleSet
21,17,3,80093,1235,CFD-WF-020-012-A,CFD-BF-005-005-HO,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
7,17,11,80093,1275,CFD-BF-050-012-A,CFD-BM-038-038-A,CFD-BM-002-016-A,CFD-BM-038-038-A,random,train
24,17,14,80093,1290,CFD-WF-026-008-A,CFD-BM-038-038-A,CFD-BM-009-009-F,CFD-BM-038-038-A,random,train
10,9,16,80093,1525,CFD-BM-002-007-HO,CFD-BM-002-002-F,CFD-BM-038-017-F,CFD-BM-002-002-F,random,train
25,15,24,80093,957,CFD-WF-026-017-HO,CFD-BM-038-007-HO,CFD-WF-026-008-A,CFD-BM-038-007-HO,random,train
32,30,16,80093,1290,CFD-WM-033-053-F,CFD-BM-038-017-F,CFD-WM-033-007-HO,CFD-WM-033-007-HO,random,train
16,23,26,80093,1929,CFD-BM-038-017-F,CFD-WF-026-024-F,CFD-WF-020-027-F,CFD-WF-020-027-F,random,test
22,25,32,80093,1563,CFD-WF-020-023-HO,CFD-WF-026-017-HO,CFD-WM-033-053-F,CFD-WF-026-017-HO,random,train
29,33,7,80093,9137,CFD-WM-023-015-F,CFD-WM-038-005-HO,CFD-BF-050-012-A,CFD-WM-038-005-HO,random,train
24,26,16,80093,2146,CFD-WF-026-008-A,CFD-WF-026-024-F,CFD-BM-038-017-F,CFD-WF-026-024-F,random,train
6,31,21,80093,2991,CFD-BF-050-004-HO,CFD-WM-033-014-A,CFD-WF-020-012-A,CFD-WM-033-014-A,random,test
21,23,12,80093,1722,CFD-WF-020-012-A,CFD-BM-009-003-HO,CFD-WF-020-027-F,CFD-WF-020-027-F,random,train
33,31,13,80093,3954,CFD-WM-038-005-HO,CFD-BM-009-008-A,CFD-WM-033-014-A,CFD-WM-033-014-A,random,train
7,24,20,80093,1358,CFD-BF-050-012-A,CFD-WF-026-008-A,CFD-WF-001-027-F,CFD-WF-026-008-A,random,test
18,5,28,80093,973,CFD-WF-001-009-HO,CFD-BF-005-022-F,CFD-WM-023-012-A,CFD-BF-005-022-F,random,train
3,20,31,80093,1742,CFD-BF-005-005-HO,CFD-WM-033-014-A,CFD-WF-001-027-F,CFD-WF-001-027-F,random,train
34,30,27,80093,2492,CFD-WM-038-011-A,CFD-WM-023-004-HO,CFD-WM-033-007-HO,CFD-WM-033-007-HO,random,test
17,11,23,80093,1344,CFD-BM-038-038-A,CFD-BM-002-016-A,CFD-WF-020-027-F,CFD-BM-002-016-A,random,train
21,28,4,80093,2576,CFD-WF-020-012-A,CFD-WM-023-012-A,CFD-BF-005-020-A,CFD-WM-023-012-A,random,train
10,10,23,80093,1128,CFD-BM-002-007-HO,CFD-WF-020-027-F,CFD-BM-002-007-HO,CFD-BM-002-007-HO,check,NA
8,22,24,80093,1957,CFD-BF-050-036-F,CFD-WF-026-008-A,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,test
13,4,6,80093,1638,CFD-BM-009-008-A,CFD-BF-050-004-HO,CFD-BF-005-020-A,CFD-BF-005-020-A,random,train
13,32,30,80093,1809,CFD-BM-009-008-A,CFD-WM-033-053-F,CFD-WM-033-007-HO,CFD-WM-033-053-F,random,train
2,5,15,80093,1508,CFD-BF-002-022-F,CFD-BF-005-022-F,CFD-BM-038-007-HO,CFD-BF-005-022-F,random,test
25,16,11,80093,2209,CFD-WF-026-017-HO,CFD-BM-038-017-F,CFD-BM-002-016-A,CFD-BM-038-017-F,random,test
12,29,35,80093,1189,CFD-BM-009-003-HO,CFD-WM-023-015-F,CFD-WM-038-018-F,CFD-WM-023-015-F,random,train
22,6,30,80093,1696,CFD-WF-020-023-HO,CFD-WM-033-007-HO,CFD-BF-050-004-HO,CFD-BF-050-004-HO,random,train
3,29,11,80093,1575,CFD-BF-005-005-HO,CFD-WM-023-015-F,CFD-BM-002-016-A,CFD-WM-023-015-F,random,train
31,18,12,80093,1658,CFD-WM-033-014-A,CFD-WF-001-009-HO,CFD-BM-009-003-HO,CFD-WF-001-009-HO,random,train
25,18,17,80093,1311,CFD-WF-026-017-HO,CFD-WF-001-009-HO,CFD-BM-038-038-A,CFD-WF-001-009-HO,random,train
16,33,17,80093,1875,CFD-BM-038-017-F,CFD-BM-038-038-A,CFD-WM-038-005-HO,CFD-WM-038-005-HO,random,train
16,19,28,80093,2690,CFD-BM-038-017-F,CFD-WM-023-012-A,CFD-WF-001-016-A,CFD-WF-001-016-A,random,train
28,2,32,80093,3610,CFD-WM-023-012-A,CFD-WM-033-053-F,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
13,32,10,80093,1334,CFD-BM-009-008-A,CFD-WM-033-053-F,CFD-BM-002-007-HO,CFD-WM-033-053-F,random,train
11,25,3,80093,1860,CFD-BM-002-016-A,CFD-WF-026-017-HO,CFD-BF-005-005-HO,CFD-WF-026-017-HO,random,train
25,30,35,80093,3006,CFD-WF-026-017-HO,CFD-WM-033-007-HO,CFD-WM-038-018-F,CFD-WM-033-007-HO,random,test
35,19,10,80093,1525,CFD-WM-038-018-F,CFD-WF-001-016-A,CFD-BM-002-007-HO,CFD-WF-001-016-A,random,test
4,7,3,80093,1909,CFD-BF-005-020-A,CFD-BF-005-005-HO,CFD-BF-050-012-A,CFD-BF-050-012-A,random,test
24,26,0,80093,4357,CFD-WF-026-008-A,CFD-BF-002-004-HO,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
0,3,32,80093,2274,CFD-BF-002-004-HO,CFD-BF-005-005-HO,CFD-WM-033-053-F,CFD-BF-005-005-HO,random,train
27,14,9,80093,1042,CFD-WM-023-004-HO,CFD-BM-009-009-F,CFD-BM-002-002-F,CFD-BM-009-009-F,random,train
11,11,4,80093,1088,CFD-BM-002-016-A,CFD-BF-005-020-A,CFD-BM-002-016-A,CFD-BM-002-016-A,check,NA
3,25,17,80093,907,CFD-BF-005-005-HO,CFD-WF-026-017-HO,CFD-BM-038-038-A,CFD-WF-026-017-HO,random,test
29,18,31,80093,1860,CFD-WM-023-015-F,CFD-WM-033-014-A,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
9,18,35,80093,1237,CFD-BM-002-002-F,CFD-WM-038-018-F,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,test
19,22,30,80093,2571,CFD-WF-001-016-A,CFD-WF-020-023-HO,CFD-WM-033-007-HO,CFD-WF-020-023-HO,random,train
30,30,12,80093,890,CFD-WM-033-007-HO,CFD-WM-033-007-HO,CFD-BM-009-003-HO,CFD-WM-033-007-HO,check,NA
13,4,31,80093,2572,CFD-BM-009-008-A,CFD-WM-033-014-A,CFD-BF-005-020-A,CFD-BF-005-020-A,random,test
23,11,22,80093,1555,CFD-WF-020-027-F,CFD-BM-002-016-A,CFD-WF-020-023-HO,CFD-BM-002-016-A,random,train
19,32,3,80093,6523,CFD-WF-001-016-A,CFD-WM-033-053-F,CFD-BF-005-005-HO,CFD-WM-033-053-F,random,train
22,31,34,80093,2554,CFD-WF-020-023-HO,CFD-WM-033-014-A,CFD-WM-038-011-A,CFD-WM-033-014-A,random,train
18,29,1,80093,1406,CFD-WF-001-009-HO,CFD-BF-002-018-A,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
32,25,3,80093,3407,CFD-WM-033-053-F,CFD-BF-005-005-HO,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
22,23,31,80093,939,CFD-WF-020-023-HO,CFD-WM-033-014-A,CFD-WF-020-027-F,CFD-WF-020-027-F,random,test
14,8,0,80093,2572,CFD-BM-009-009-F,CFD-BF-002-004-HO,CFD-BF-050-036-F,CFD-BF-050-036-F,random,test
13,0,30,80093,2774,CFD-BM-009-008-A,CFD-BF-002-004-HO,CFD-WM-033-007-HO,CFD-BF-002-004-HO,random,train
27,12,28,80093,1371,CFD-WM-023-004-HO,CFD-WM-023-012-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
22,10,11,80093,1105,CFD-WF-020-023-HO,CFD-BM-002-007-HO,CFD-BM-002-016-A,CFD-BM-002-007-HO,random,train
31,24,8,80093,1460,CFD-WM-033-014-A,CFD-BF-050-036-F,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
15,2,8,80093,1438,CFD-BM-038-007-HO,CFD-BF-002-022-F,CFD-BF-050-036-F,CFD-BF-002-022-F,random,train
0,23,17,80093,2406,CFD-BF-002-004-HO,CFD-BM-038-038-A,CFD-WF-020-027-F,CFD-WF-020-027-F,random,train
18,23,17,80093,3162,CFD-WF-001-009-HO,CFD-WF-020-027-F,CFD-BM-038-038-A,CFD-WF-020-027-F,random,train
7,7,31,80093,1006,CFD-BF-050-012-A,CFD-BF-050-012-A,CFD-WM-033-014-A,CFD-BF-050-012-A,check,NA
7,34,22,80093,2404,CFD-BF-050-012-A,CFD-WF-020-023-HO,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
9,18,17,80093,1394,CFD-BM-002-002-F,CFD-WF-001-009-HO,CFD-BM-038-038-A,CFD-WF-001-009-HO,random,train
14,20,7,80093,1923,CFD-BM-009-009-F,CFD-BF-050-012-A,CFD-WF-001-027-F,CFD-WF-001-027-F,random,train
15,29,1,80093,1227,CFD-BM-038-007-HO,CFD-BF-002-018-A,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
25,0,11,80093,821,CFD-WF-026-017-HO,CFD-BM-002-016-A,CFD-BF-002-004-HO,CFD-BF-002-004-HO,random,train
22,24,11,80093,1776,CFD-WF-020-023-HO,CFD-BM-002-016-A,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
11,24,28,80093,2089,CFD-BM-002-016-A,CFD-WF-026-008-A,CFD-WM-023-012-A,CFD-WF-026-008-A,random,train
21,21,4,80093,1143,CFD-WF-020-012-A,CFD-WF-020-012-A,CFD-BF-005-020-A,CFD-WF-020-012-A,check,NA
5,27,21,80093,3007,CFD-BF-005-022-F,CFD-WF-020-012-A,CFD-WM-023-004-HO,CFD-WM-023-004-HO,random,train
15,25,20,80093,1571,CFD-BM-038-007-HO,CFD-WF-026-017-HO,CFD-WF-001-027-F,CFD-WF-026-017-HO,random,train
6,12,20,80093,1193,CFD-BF-050-004-HO,CFD-WF-001-027-F,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,test
21,1,30,80093,1773,CFD-WF-020-012-A,CFD-BF-002-018-A,CFD-WM-033-007-HO,CFD-BF-002-018-A,random,train
2,35,11,80093,3223,CFD-BF-002-022-F,CFD-WM-038-018-F,CFD-BM-002-016-A,CFD-WM-038-018-F,random,train
28,30,2,80093,1839,CFD-WM-023-012-A,CFD-WM-033-007-HO,CFD-BF-002-022-F,CFD-WM-033-007-HO,random,train
16,16,4,80093,992,CFD-BM-038-017-F,CFD-BF-005-020-A,CFD-BM-038-017-F,CFD-BM-038-017-F,check,NA
20,34,6,80093,1678,CFD-WF-001-027-F,CFD-BF-050-004-HO,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
17,13,9,80093,1558,CFD-BM-038-038-A,CFD-BM-002-002-F,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
18,18,10,80093,956,CFD-WF-001-009-HO,CFD-WF-001-009-HO,CFD-BM-002-007-HO,CFD-WF-001-009-HO,check,NA
5,20,27,80093,2973,CFD-BF-005-022-F,CFD-WF-001-027-F,CFD-WM-023-004-HO,CFD-WF-001-027-F,random,train
20,14,30,80093,3186,CFD-WF-001-027-F,CFD-BM-009-009-F,CFD-WM-033-007-HO,CFD-BM-009-009-F,random,train
3,0,10,80093,1026,CFD-BF-005-005-HO,CFD-BF-002-004-HO,CFD-BM-002-007-HO,CFD-BF-002-004-HO,random,train
6,6,0,80093,1854,CFD-BF-050-004-HO,CFD-BF-002-004-HO,CFD-BF-050-004-HO,CFD-BF-050-004-HO,check,NA
20,25,1,80093,2190,CFD-WF-001-027-F,CFD-WF-026-017-HO,CFD-BF-002-018-A,CFD-WF-026-017-HO,random,train
30,6,25,80093,1176,CFD-WM-033-007-HO,CFD-BF-050-004-HO,CFD-WF-026-017-HO,CFD-BF-050-004-HO,random,train
12,3,5,80093,2008,CFD-BM-009-003-HO,CFD-BF-005-022-F,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,test
19,28,0,80093,1309,CFD-WF-001-016-A,CFD-BF-002-004-HO,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
20,32,22,80093,2055,CFD-WF-001-027-F,CFD-WF-020-023-HO,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
2,22,13,80093,1138,CFD-BF-002-022-F,CFD-BM-009-008-A,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,train
8,4,33,80093,4861,CFD-BF-050-036-F,CFD-BF-005-020-A,CFD-WM-038-005-HO,CFD-BF-005-020-A,random,test
34,31,10,80093,1628,CFD-WM-038-011-A,CFD-WM-033-014-A,CFD-BM-002-007-HO,CFD-WM-033-014-A,random,train
6,18,28,80093,1522,CFD-BF-050-004-HO,CFD-WM-023-012-A,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,test
8,9,20,80093,1766,CFD-BF-050-036-F,CFD-WF-001-027-F,CFD-BM-002-002-F,CFD-BM-002-002-F,random,train
35,18,15,80093,8639,CFD-WM-038-018-F,CFD-WF-001-009-HO,CFD-BM-038-007-HO,CFD-WF-001-009-HO,random,train
31,12,6,80093,8488,CFD-WM-033-014-A,CFD-BF-050-004-HO,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
19,5,22,80093,1489,CFD-WF-001-016-A,CFD-WF-020-023-HO,CFD-BF-005-022-F,CFD-BF-005-022-F,random,train
29,24,13,80093,4088,CFD-WM-023-015-F,CFD-BM-009-008-A,CFD-WF-026-008-A,CFD-WF-026-008-A,random,test
30,14,8,80093,1388,CFD-WM-033-007-HO,CFD-BF-050-036-F,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
27,0,21,80093,1185,CFD-WM-023-004-HO,CFD-BF-002-004-HO,CFD-WF-020-012-A,CFD-BF-002-004-HO,random,train
13,24,27,80093,1241,CFD-BM-009-008-A,CFD-WM-023-004-HO,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
16,35,29,80093,2041,CFD-BM-038-017-F,CFD-WM-038-018-F,CFD-WM-023-015-F,CFD-WM-038-018-F,random,train
14,16,15,80093,4859,CFD-BM-009-009-F,CFD-BM-038-017-F,CFD-BM-038-007-HO,CFD-BM-038-017-F,random,train
29,12,1,80093,1612,CFD-WM-023-015-F,CFD-BM-009-003-HO,CFD-BF-002-018-A,CFD-BM-009-003-HO,random,test
16,14,4,80093,3388,CFD-BM-038-017-F,CFD-BM-009-009-F,CFD-BF-005-020-A,CFD-BM-009-009-F,random,test
23,25,15,80093,51023,CFD-WF-020-027-F,CFD-BM-038-007-HO,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
14,10,27,80093,2140,CFD-BM-009-009-F,CFD-BM-002-007-HO,CFD-WM-023-004-HO,CFD-BM-002-007-HO,random,test
1,13,11,80093,3373,CFD-BF-002-018-A,CFD-BM-009-008-A,CFD-BM-002-016-A,CFD-BM-009-008-A,random,train
16,17,1,80093,5423,CFD-BM-038-017-F,CFD-BF-002-018-A,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
30,28,13,80093,1755,CFD-WM-033-007-HO,CFD-BM-009-008-A,CFD-WM-023-012-A,CFD-WM-023-012-A,random,test
18,25,21,80093,4120,CFD-WF-001-009-HO,CFD-WF-020-012-A,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
26,22,2,80093,3170,CFD-WF-026-024-F,CFD-BF-002-022-F,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,train
26,24,7,80093,50391,CFD-WF-026-024-F,CFD-WF-026-008-A,CFD-BF-050-012-A,CFD-WF-026-008-A,random,train
31,4,5,80093,1466,CFD-WM-033-014-A,CFD-BF-005-022-F,CFD-BF-005-020-A,CFD-BF-005-020-A,random,train
5,5,34,80093,2125,CFD-BF-005-022-F,CFD-WM-038-011-A,CFD-BF-005-022-F,CFD-BF-005-022-F,check,NA
23,5,26,80093,1638,CFD-WF-020-027-F,CFD-BF-005-022-F,CFD-WF-026-024-F,CFD-BF-005-022-F,random,train
28,35,5,80093,4976,CFD-WM-023-012-A,CFD-WM-038-018-F,CFD-BF-005-022-F,CFD-WM-038-018-F,random,train
9,25,4,80093,10840,CFD-BM-002-002-F,CFD-WF-026-017-HO,CFD-BF-005-020-A,CFD-WF-026-017-HO,random,train
20,5,3,80093,8921,CFD-WF-001-027-F,CFD-BF-005-022-F,CFD-BF-005-005-HO,CFD-BF-005-022-F,random,test
24,2,15,80093,1870,CFD-WF-026-008-A,CFD-BF-002-022-F,CFD-BM-038-007-HO,CFD-BF-002-022-F,random,train
9,34,33,80093,1621,CFD-BM-002-002-F,CFD-WM-038-011-A,CFD-WM-038-005-HO,CFD-WM-038-011-A,random,test
32,14,21,80093,1626,CFD-WM-033-053-F,CFD-WF-020-012-A,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
23,34,25,80093,2710,CFD-WF-020-027-F,CFD-WF-026-017-HO,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
17,11,6,80093,3135,CFD-BM-038-038-A,CFD-BM-002-016-A,CFD-BF-050-004-HO,CFD-BM-002-016-A,random,test
7,31,35,80093,13120,CFD-BF-050-012-A,CFD-WM-033-014-A,CFD-WM-038-018-F,CFD-WM-033-014-A,random,train
28,24,9,80093,21320,CFD-WM-023-012-A,CFD-WF-026-008-A,CFD-BM-002-002-F,CFD-WF-026-008-A,random,train
15,18,21,80093,1483,CFD-BM-038-007-HO,CFD-WF-020-012-A,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
23,32,35,80093,1804,CFD-WF-020-027-F,CFD-WM-038-018-F,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
32,35,6,80093,6707,CFD-WM-033-053-F,CFD-BF-050-004-HO,CFD-WM-038-018-F,CFD-WM-038-018-F,random,train
10,29,5,80093,6271,CFD-BM-002-007-HO,CFD-BF-005-022-F,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
0,30,16,80093,7674,CFD-BF-002-004-HO,CFD-BM-038-017-F,CFD-WM-033-007-HO,CFD-WM-033-007-HO,random,train
6,26,23,80093,1537,CFD-BF-050-004-HO,CFD-WF-020-027-F,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
14,20,35,80093,3083,CFD-BM-009-009-F,CFD-WF-001-027-F,CFD-WM-038-018-F,CFD-WF-001-027-F,random,train
33,12,11,80093,1138,CFD-WM-038-005-HO,CFD-BM-002-016-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,test
1,32,3,80093,1839,CFD-BF-002-018-A,CFD-WM-033-053-F,CFD-BF-005-005-HO,CFD-WM-033-053-F,random,test
20,14,12,80093,13938,CFD-WF-001-027-F,CFD-BM-009-003-HO,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
32,15,6,80093,14571,CFD-WM-033-053-F,CFD-BF-050-004-HO,CFD-BM-038-007-HO,CFD-BM-038-007-HO,random,train
0,26,5,80093,4154,CFD-BF-002-004-HO,CFD-BF-005-022-F,CFD-WF-026-024-F,CFD-WF-026-024-F,random,test
10,16,28,80093,16536,CFD-BM-002-007-HO,CFD-WM-023-012-A,CFD-BM-038-017-F,CFD-BM-038-017-F,random,train
4,34,26,80093,3437,CFD-BF-005-020-A,CFD-WF-026-024-F,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
16,30,7,80093,2716,CFD-BM-038-017-F,CFD-BF-050-012-A,CFD-WM-033-007-HO,CFD-WM-033-007-HO,random,train
6,22,35,80093,1720,CFD-BF-050-004-HO,CFD-WM-038-018-F,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,train
4,25,10,80093,4089,CFD-BF-005-020-A,CFD-WF-026-017-HO,CFD-BM-002-007-HO,CFD-WF-026-017-HO,random,train
0,26,19,80093,3483,CFD-BF-002-004-HO,CFD-WF-026-024-F,CFD-WF-001-016-A,CFD-WF-026-024-F,random,train
30,2,21,80093,2085,CFD-WM-033-007-HO,CFD-BF-002-022-F,CFD-WF-020-012-A,CFD-BF-002-022-F,random,train
22,9,1,80093,1839,CFD-WF-020-023-HO,CFD-BM-002-002-F,CFD-BF-002-018-A,CFD-BM-002-002-F,random,test
14,29,19,80093,1424,CFD-BM-009-009-F,CFD-WF-001-016-A,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
3,20,23,80093,3355,CFD-BF-005-005-HO,CFD-WF-001-027-F,CFD-WF-020-027-F,CFD-WF-001-027-F,random,train
8,26,4,80093,8576,CFD-BF-050-036-F,CFD-WF-026-024-F,CFD-BF-005-020-A,CFD-WF-026-024-F,random,test
18,9,11,80093,3303,CFD-WF-001-009-HO,CFD-BM-002-002-F,CFD-BM-002-016-A,CFD-BM-002-002-F,random,train
33,33,17,80093,3737,CFD-WM-038-005-HO,CFD-WM-038-005-HO,CFD-BM-038-038-A,CFD-WM-038-005-HO,check,NA
3,18,24,80093,2386,CFD-BF-005-005-HO,CFD-WF-026-008-A,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
31,23,25,80093,2038,CFD-WM-033-014-A,CFD-WF-026-017-HO,CFD-WF-020-027-F,CFD-WF-020-027-F,random,test
2,7,11,80093,10092,CFD-BF-002-022-F,CFD-BF-050-012-A,CFD-BM-002-016-A,CFD-BF-050-012-A,random,train
30,0,26,80093,4983,CFD-WM-033-007-HO,CFD-BF-002-004-HO,CFD-WF-026-024-F,CFD-BF-002-004-HO,random,test
21,6,33,80093,4101,CFD-WF-020-012-A,CFD-BF-050-004-HO,CFD-WM-038-005-HO,CFD-BF-050-004-HO,random,train
33,34,27,80093,2222,CFD-WM-038-005-HO,CFD-WM-038-011-A,CFD-WM-023-004-HO,CFD-WM-038-011-A,random,train
7,6,33,80093,8136,CFD-BF-050-012-A,CFD-BF-050-004-HO,CFD-WM-038-005-HO,CFD-BF-050-004-HO,random,test
32,15,4,80093,6033,CFD-WM-033-053-F,CFD-BM-038-007-HO,CFD-BF-005-020-A,CFD-BM-038-007-HO,random,test
2,6,34,80093,2851,CFD-BF-002-022-F,CFD-BF-050-004-HO,CFD-WM-038-011-A,CFD-BF-050-004-HO,random,test
6,24,23,80093,6601,CFD-BF-050-004-HO,CFD-WF-026-008-A,CFD-WF-020-027-F,CFD-WF-026-008-A,random,train
28,19,5,80093,1953,CFD-WM-023-012-A,CFD-BF-005-022-F,CFD-WF-001-016-A,CFD-WF-001-016-A,random,test
18,27,35,80093,7621,CFD-WF-001-009-HO,CFD-WM-038-018-F,CFD-WM-023-004-HO,CFD-WM-023-004-HO,random,train
1,11,20,80093,12118,CFD-BF-002-018-A,CFD-BM-002-016-A,CFD-WF-001-027-F,CFD-BM-002-016-A,random,train
3,2,7,80093,2706,CFD-BF-005-005-HO,CFD-BF-050-012-A,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
4,24,10,80093,1822,CFD-BF-005-020-A,CFD-BM-002-007-HO,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
30,3,24,80093,16723,CFD-WM-033-007-HO,CFD-BF-005-005-HO,CFD-WF-026-008-A,CFD-BF-005-005-HO,random,train
5,5,15,80093,2100,CFD-BF-005-022-F,CFD-BF-005-022-F,CFD-BM-038-007-HO,CFD-BF-005-022-F,check,NA
0,18,16,80093,3968,CFD-BF-002-004-HO,CFD-BM-038-017-F,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
19,19,7,80093,12721,CFD-WF-001-016-A,CFD-WF-001-016-A,CFD-BF-050-012-A,CFD-WF-001-016-A,check,NA
3,6,1,80093,1716,CFD-BF-005-005-HO,CFD-BF-002-018-A,CFD-BF-050-004-HO,CFD-BF-050-004-HO,random,train
14,14,19,80093,1450,CFD-BM-009-009-F,CFD-WF-001-016-A,CFD-BM-009-009-F,CFD-BM-009-009-F,check,NA
7,7,26,80093,874,CFD-BF-050-012-A,CFD-BF-050-012-A,CFD-WF-026-024-F,CFD-BF-050-012-A,check,NA
30,10,19,80093,1337,CFD-WM-033-007-HO,CFD-WF-001-016-A,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,train
10,3,1,80093,1201,CFD-BM-002-007-HO,CFD-BF-002-018-A,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,train
20,16,31,80093,1525,CFD-WF-001-027-F,CFD-BM-038-017-F,CFD-WM-033-014-A,CFD-BM-038-017-F,random,train
15,25,28,80093,1151,CFD-BM-038-007-HO,CFD-WF-026-017-HO,CFD-WM-023-012-A,CFD-WF-026-017-HO,random,test
14,18,33,80093,2088,CFD-BM-009-009-F,CFD-WM-038-005-HO,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
24,32,33,80093,1792,CFD-WF-026-008-A,CFD-WM-033-053-F,CFD-WM-038-005-HO,CFD-WM-033-053-F,random,train
12,15,11,80093,971,CFD-BM-009-003-HO,CFD-BM-038-007-HO,CFD-BM-002-016-A,CFD-BM-038-007-HO,random,test
28,28,32,80093,1003,CFD-WM-023-012-A,CFD-WM-033-053-F,CFD-WM-023-012-A,CFD-WM-023-012-A,check,NA
6,18,23,80093,1006,CFD-BF-050-004-HO,CFD-WF-020-027-F,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
17,4,11,80093,1170,CFD-BM-038-038-A,CFD-BF-005-020-A,CFD-BM-002-016-A,CFD-BF-005-020-A,random,test
13,7,1,80093,1304,CFD-BM-009-008-A,CFD-BF-050-012-A,CFD-BF-002-018-A,CFD-BF-050-012-A,random,train
20,13,33,80093,2436,CFD-WF-001-027-F,CFD-WM-038-005-HO,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
23,2,27,80093,12923,CFD-WF-020-027-F,CFD-BF-002-022-F,CFD-WM-023-004-HO,CFD-BF-002-022-F,random,train
15,18,4,80093,1122,CFD-BM-038-007-HO,CFD-BF-005-020-A,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
2,8,4,80093,2035,CFD-BF-002-022-F,CFD-BF-050-036-F,CFD-BF-005-020-A,CFD-BF-050-036-F,random,train
35,31,1,80093,8421,CFD-WM-038-018-F,CFD-WM-033-014-A,CFD-BF-002-018-A,CFD-WM-033-014-A,random,train
0,14,21,80093,1321,CFD-BF-002-004-HO,CFD-WF-020-012-A,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
34,0,3,80093,1871,CFD-WM-038-011-A,CFD-BF-005-005-HO,CFD-BF-002-004-HO,CFD-BF-002-004-HO,random,train
35,16,18,80093,10351,CFD-WM-038-018-F,CFD-BM-038-017-F,CFD-WF-001-009-HO,CFD-BM-038-017-F,random,train
21,2,27,80093,1650,CFD-WF-020-012-A,CFD-BF-002-022-F,CFD-WM-023-004-HO,CFD-BF-002-022-F,random,train
13,14,7,80093,2319,CFD-BM-009-008-A,CFD-BM-009-009-F,CFD-BF-050-012-A,CFD-BM-009-009-F,random,train
2,23,20,80093,1352,CFD-BF-002-022-F,CFD-WF-001-027-F,CFD-WF-020-027-F,CFD-WF-020-027-F,random,train
33,12,34,80093,1351,CFD-WM-038-005-HO,CFD-WM-038-011-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
16,32,25,80093,1854,CFD-BM-038-017-F,CFD-WM-033-053-F,CFD-WF-026-017-HO,CFD-WM-033-053-F,random,test
24,6,10,80093,2343,CFD-WF-026-008-A,CFD-BF-050-004-HO,CFD-BM-002-007-HO,CFD-BF-050-004-HO,random,train
35,34,22,80093,3935,CFD-WM-038-018-F,CFD-WF-020-023-HO,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
